StudentComments,sent_pretrained,target
he is diligent.,pos,pos
good teacher,pos,pos
worst,neg,neg
good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
best teacher,pos,pos
vrry good,pos,pos
ss,neu,neu
best faculty,pos,pos
awesome,pos,pos
above average,neu,neu
good,pos,pos
good teacher and very very friendly to his students. and my favorite teacher,pos,pos
like to keep respect until death.,neu,neu
he is the best teacher.,pos,pos
she should talk easyly.,neu,neu
good,pos,pos
good teacher,pos,pos
excellent,pos,pos
friendly faculty,pos,pos
he is a good faculty,pos,pos
best faculty.,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
excellent,pos,pos
good teacher,pos,pos
he is good for the course.,pos,pos
i have no comment about him.he need to improve many thigs.,neu,neu
good,pos,pos
moderate,neu,neu
a good sir,pos,pos
he is good,pos,pos
good,pos,pos
good teacher.,pos,pos
the way of his teaching and guiding is very uesful for every student and worthy.,pos,pos
good,pos,pos
average,neu,neu
good,pos,pos
best,pos,pos
nice teacher.,pos,pos
awesome,pos,pos
better,pos,pos
good enough.,neu,neu
his brain is so sharp. he should take more and more hrm courses.,pos,pos
good,pos,pos
he is really a good faculty. he always maintain the aiub's rules & procedures. he can do easily any difficulties task in a few seconds. has a dynamic brain. really he is energetic & hardworking person. i wish him every success in the path of his life. also wish him good health and dignified life.,pos,pos
he is a very very good teacher.,pos,pos
good,pos,pos
best,pos,pos
good,pos,pos
good,pos,pos
he is the superb teacher .,pos,pos
i respect him always.,pos,pos
good,pos,pos
good,pos,pos
good personality & helpful,pos,pos
he is good at teaching,pos,pos
he is a good teacher.,pos,pos
good,pos,pos
h,neu,neu
best,pos,pos
good,pos,pos
mam is best. her teaching style is best.,pos,pos
he is a fentastic teacher with his strong personality.,pos,pos
good,pos,pos
he have some prb,neu,neu
madam is the best teacher in my last semester.,pos,pos
he is great teacher,pos,pos
he is very good person having enough knowledge about the subject matter.,pos,pos
very good,pos,pos
she is a very good teacher.,pos,pos
good teacher,pos,pos
he is a good teacher,pos,pos
good,pos,pos
he is a nice teacher.,pos,pos
good,pos,pos
good teacher,pos,pos
na,neu,neu
good teacher,pos,pos
he is good,pos,pos
good faculty,pos,pos
she is very co-operative with students.,pos,pos
good,pos,pos
good,pos,pos
great teacher,pos,pos
he is good,pos,pos
she is very much helpful teach us nicely.,pos,pos
good,pos,pos
good,pos,pos
no comments.,neu,neu
she is a good teacher,pos,pos
he is very good teacher. he always tries to understand what he leacture in class and also helps us to make our class work.,pos,pos
good,pos,pos
his teachings is very good.,pos,pos
good,pos,pos
good,pos,pos
enough smart and good faculty,pos,pos
overall he is a good faculty,pos,pos
he has nice grasp on his subject,pos,pos
he use very good teaching method and i'm very much happy to have him as a faculty,pos,pos
good,pos,pos
good,pos,pos
best,pos,pos
sir is the best,pos,pos
he's good,pos,pos
not good in marking,neg,neg
good,pos,pos
he is one of the best teachers of aiub,pos,pos
she is nice with her good nature,pos,pos
everything is good,pos,pos
good,pos,pos
ok,neu,neu
i don't like him as a teacher,neg,neg
good teaching,pos,pos
she is good.,pos,pos
good,pos,pos
he is a good teacher. i like her teaching style.,pos,pos
very good,pos,pos
good,pos,pos
i enjoy the class. but we have least interaction with faculty. faculty english is difficult to understand.,neg,neg
well,neu,neu
best faculty,pos,pos
good,pos,pos
good,pos,pos
all vshit happen wid him,neg,neg
not good enough.,neg,neg
not so good,neg,neg
good teacher,pos,pos
a good teacher,pos,pos
she is a nice faculty,pos,pos
he's the best,pos,pos
she is sogoood,neu,neu
madam is good,pos,pos
excellent,pos,pos
good,pos,pos
good faculty,pos,pos
excellent,pos,pos
she is just great,pos,pos
good,pos,pos
he always provide us additional information support and enrich student presentation and discussion,pos,pos
not good not bad,neg,neg
good faculty,pos,pos
"he worked hard,tried his best and explained his course very well",pos,pos
he is a very good teacher .,pos,pos
he is a good teacher,pos,pos
over all she is a good teacher,pos,pos
a supportive faculty.,pos,pos
good,pos,pos
bad,neg,neg
very good,pos,pos
nice teacher,pos,pos
she is the best teacher in my life . she teaches us very well.,pos,pos
no comments.,neu,neu
good,pos,pos
she is good.,pos,pos
ok,neu,neu
he is a good teacher.,pos,pos
i think her teaching methods could be better and her behavior is so aggressive,neg,neg
so so,neu,neu
good,pos,pos
the honorable faculty such a good person.,pos,pos
good,pos,pos
good,pos,pos
very good!,pos,pos
good,pos,pos
good teacher,pos,pos
moderate,neu,neu
he is a good teacher.,pos,pos
a good teacher,pos,pos
good teacher,pos,pos
good,pos,pos
"so much dedicated.so much caring .as a person,as a teacher very nice.",pos,pos
better,pos,pos
good learner,pos,pos
no commends,neu,neu
good faculty,pos,pos
she is a good faculty.,pos,pos
good,pos,pos
ok,neu,neu
very good,pos,pos
"ms. kashfia is a very good teacher, instructor & supervisor.",pos,pos
good,pos,pos
he is nice teacher,pos,pos
very good faculty,pos,pos
a good teacher,pos,pos
all of are good,pos,pos
good teacher,pos,pos
he is a good faculty. his teaching method is fine.,pos,pos
she's a great teacher,pos,pos
he is a good teacher,pos,pos
he is helpful and has a good teaching technique,pos,pos
very good,pos,pos
he was one of the best faculty i have ever seen in my life.,pos,pos
good,pos,pos
try to solve the basic coding and guide different ways & sectors,neu,neu
best,pos,pos
good,pos,pos
good,pos,pos
good teacher,pos,pos
sir is good,pos,pos
i will be grateful to u if u give me a+.u look like stefen hawking.pray for me,pos,pos
good,pos,pos
mam is friendly. she teaches us very carefully and she is a obedient person,pos,pos
good,pos,pos
good,pos,pos
she is good at this job.,pos,pos
good,pos,pos
best faculty,pos,pos
good faculty,pos,pos
boss,neu,neu
very helpful,pos,pos
he is good,pos,pos
good,pos,pos
he is relli good.,pos,pos
he is good,pos,pos
agree,neu,neu
he is a wise teacher.,pos,pos
best math faculty,pos,pos
he teach us well.,pos,pos
a very helpful teacher try to understand students problem,pos,pos
he is really an awesome teacher.,pos,pos
ok,neu,neu
best faculty.,pos,pos
he is a good teacher,pos,pos
mujibul haque sir is best for ir,pos,pos
a very good person as a teacher,pos,pos
he is a good teacher.,pos,pos
good,pos,pos
good,pos,pos
very good,pos,pos
sir is phenomenal very professional. i would say sir is my favourite faculty. excellent with providing lectures and notes and very helpful.,pos,pos
nice,pos,pos
good teacher.,pos,pos
one of the.best faculty of aiub. she has a strong command on the course and tries to interact with the students as much as possible.,pos,pos
no comment.,neu,neu
he is a very good teacher as well as good faculty member. so i like him very much.,pos,pos
she is a good teacher,pos,pos
good faculty,pos,pos
good,pos,pos
no comments!!,neu,neu
good,pos,pos
good,pos,pos
she is very good teacher.,pos,pos
every thing is well.,pos,pos
not good,neg,neg
good,pos,pos
best,pos,pos
good,pos,pos
good,pos,pos
israt mam is very helpful and supportive .,pos,pos
good,pos,pos
he is really soo hard working.he consider us as his own children and takes care of us in our studies which i like the most about him.he always tries to make our basics strong.may allah bless him and his family.ameen.,pos,pos
no comment.,neu,neu
good,pos,pos
she is very good,pos,pos
good in teaching,pos,pos
very good teacher,pos,pos
very good,pos,pos
he is a good teacher.,pos,pos
good,pos,pos
very good,pos,pos
best,pos,pos
a good teacher.,pos,pos
great teacher,pos,pos
good,pos,pos
good,pos,pos
i like his teaching way,pos,pos
"efficient,excellent,take really good care of students.we need more teachers like him",pos,pos
he's really good!!!,pos,pos
he is a good teacher,pos,pos
great teacher,pos,pos
good,pos,pos
bad,neg,neg
good,pos,pos
great,pos,pos
she is good.,pos,pos
he is very good for this subject and teaches us a lots of things about this subject. but he is a little first.,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
good teacher,pos,pos
good,pos,pos
excellent,pos,pos
good,pos,pos
k,neu,neu
good,pos,pos
good,pos,pos
gd,neu,neu
good,pos,pos
she is one of the best faculty in management department.,pos,pos
good,pos,pos
very nice,pos,pos
good,pos,pos
good,pos,pos
great teacher !,pos,pos
ok,neu,neu
"good,friendly sir",pos,pos
well,neu,neu
good,pos,pos
very good,pos,pos
good,pos,pos
good,pos,pos
he is a good teacher,pos,pos
good,pos,pos
she is very active,pos,pos
such a nice person and also a good faculty. lots of love and respect for him.,pos,pos
goood teacher,pos,pos
she is one of the good teacher of architecture department - aiub.,pos,pos
literature is a very difficult subject but sir make it more interesting and understandable,pos,pos
good,pos,pos
good,pos,pos
interesting and friendly,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
he is a good teacher,pos,pos
very nice human being. there r many things to leann from her,pos,pos
sssssssssssss,neu,neu
very good faculty.,pos,pos
good faculty,pos,pos
its all over the same,neg,neg
best faculty,pos,pos
the best teacher and advisor,pos,pos
we need more prctical oriented learning,neu,neu
good faculty,pos,pos
bad,neg,neg
extremely bad.,neg,neg
good,pos,pos
"she is well behaviour,friendly,helpful. she is a good teacher in aiub",pos,pos
bad,neg,neg
amazing teacher,pos,pos
good and helpful teacher.,pos,pos
good,pos,pos
good faculty,pos,pos
g,neu,neu
good,pos,pos
he is a very good teacher.,pos,pos
i think she is a good teacher.,pos,pos
good teacher,pos,pos
he is one of best.,pos,pos
good teacher,pos,pos
she is awesome,pos,pos
good faculty,pos,pos
he is a good teacher,pos,pos
he is agood teacher,pos,pos
he is an excelent teacher.,pos,pos
good,pos,pos
friendly to students.,pos,pos
i think he is a average teacher,neg,neg
good,pos,pos
good,pos,pos
he is good and quite helpful.,pos,pos
good faculty.,pos,pos
very well teacher. i think he is perfect teacher for aiub.,pos,pos
he is a good teacher,pos,pos
he is very good,pos,pos
he is so much experienced and there are lot to learn from him.,pos,pos
good,pos,pos
good instructor.,pos,pos
he is good tacher,pos,pos
mam was very helpful,pos,pos
good,pos,pos
good teacher,pos,pos
i think she is a good lecturer,pos,pos
so good and honest,pos,pos
good,pos,pos
best ever,pos,pos
"he never attend class regularly, spends most of the time on cellphone, he only reads his lectures and don't try to teach anything also he is unfair in grading system",neg,neg
very stick,neu,neu
good,pos,pos
he is good,pos,pos
good,pos,pos
good,pos,pos
best,pos,pos
"he is very punctual, motivating, confidential and spontaneous about his work. he has all the capability to attrack a student through his teaching.",pos,pos
good,pos,pos
good,pos,pos
he teaches us very well.,pos,pos
good,pos,pos
good faculty,pos,pos
he is very good in communicating with students. he makes class very enjoyable that encourage as towards study.,pos,pos
not so good,neg,neg
she's a good teacher.,pos,pos
he is a good faculty.,pos,pos
excellent,pos,pos
normal,neu,neu
best faculty,pos,pos
awesome,pos,pos
not good,neg,neg
he is a bad teacher.,neg,neg
she is a very good teacher.,pos,pos
good teacher,pos,pos
good,pos,pos
no command,neu,neu
he is so friendly,pos,pos
he is the best teacher in aiub ever i've seen.,pos,pos
good,pos,pos
good,pos,pos
very good,pos,pos
she is a good teacher.,pos,pos
he is good.,pos,pos
good,pos,pos
best,pos,pos
great teacher!,pos,pos
i dont like her teaching style,neg,neg
he my favourite teacher because of his talent teaching style.,pos,pos
good teacher,pos,pos
well,neu,neu
good,pos,pos
good,pos,pos
good,pos,pos
mcq marks is 2 per mcq. it should be 1per mcq,neu,neu
ma'am is extremely professional and courteous during classes and has a very pleasing behaviour.,pos,pos
"she is very excellent teacher that she always try to provide real life example,which makes the lecture very understandable to all.",pos,pos
good,pos,pos
6 out of 10,neu,neu
she is a nice teacher.??,pos,pos
ok,neu,neu
good,pos,pos
average,neu,neu
"sir, teach well.",neu,neu
he is ok,pos,pos
good,pos,pos
he is a good teacher and run too fast but its alright,pos,pos
no commends,neu,neu
maam amader kono topic er upr task jhkn dey thkn sheta onekei amra buji na.ei jonno eta krte amader sobar prblm hoy.,neu,neu
good,pos,pos
good,pos,pos
good faculty,pos,pos
he always keeps us awake to maintain the rules and regulation .he always come to the class on the exact time.,neu,neu
good faculty,pos,pos
good,pos,pos
so learned faculty.,neu,neu
awesome,pos,pos
nice teacher,pos,pos
"sir, such a good person. very good behaviour, like friendly behaviour. he always helps every student.",pos,pos
he is good,pos,pos
he is very friendly.,pos,pos
